custentity_hs_vid,salesreadines,buyingtimeframe,buyingreason,Projected Value
80638224176,,,,"$15,000 - $29,000"
75521723185,Cold,,,
77579414867,,,,"$39,000 - $44,000"
75128701006,,,,"$15,000 - $29,000"
74372432000,,,,"$15,000 - $29,000"
74958100906,,,,"$15,000 - $29,000"
79630939425,Warm,,,"$15,000 - $29,000"
79963008086,,,,"$78,000 - $107,000"
75651201367,,,,"$39,000 - $44,000"
77340924061,,,,"$15,000 - $29,000"
73995365911,,,,"$15,000 - $29,000"
77246218840,Warm,,,
75203565599,,,,"$15,000 - $29,000"
79764003882,,,,"$15,000 - $29,000"
77329539234,,,,"$50,000 - $65,000"
78687224459,,,,"$15,000 - $29,000"
80482699441,Warm,,,"$75,001 – $125,000"
73950867787,,,,"$50,000 - $65,000"
80111842448,Warm,,,"$15,000"
80161672065,,,,"$15,000 - $29,000"
79425529249,,,,"$15,000 - $29,000"
79987450399,,,,"$39,000 - $44,000"
76602722404,,,,"$39,000 - $44,000"
76051542657,,,,"$15,000 - $29,000"
77338749749,Cold,,,
73643922959,,,,"$15,000 - $29,000"
78276520746,,,,"$15,000 - $29,000"
79599843594,,,,"$15,000 - $29,000"
74451495701,,,,"$15,000 - $29,000"
74205385032,,,,"$15,000 - $29,000"
76383980140,,,,"$50,000 - $65,000"
79089867936,,,,"$50,000 - $65,000"
75048069513,,,,"$15,000"
76858154661,,,,"$15,000 - $29,000"
77094686093,,,,"$15,000"
79937992202,,,,"$15,000 - $29,000"
78426780988,,,,"$15,000 - $29,000"
76349764965,Warm,,,
78861501737,,,,"$15,000"
74752267581,,,,"$15,000 - $29,000"
77375315781,,,,"$15,000 - $29,000"
75501354389,,,,"$15,000 - $29,000"
75076557116,,,,"$50,000 - $65,000"
80596042545,,,,"$15,000 - $29,000"
74533026645,Cold,,,
76172790684,,,,"$15,000 - $29,000"
74032937834,Cold,,,
77157232172,,,,"$50,000 - $65,000"
80235280549,,,,"$39,000 - $44,000"
76334734115,,,,"$15,000 - $29,000"
77100282444,,,,"$15,000 - $29,000"
79354841135,Warm,,,
79573410874,Cold,,,
76113223800,,,,"$15,000 - $29,000"
78850054172,,,,"$15,000"
78851617572,,,,"$39,000 - $44,000"
79042628480,Warm,,,"$39,000 - $44,000"
80333868470,,,,"$106,000 - $140,000"
77000023164,Cold,,,
79082363996,,,,"$39,000 - $44,000"
76166855184,,,,"$106,000 - $140,000"
80647294723,,,,"$39,000 - $44,000"
76161329511,,,,"$15,000 - $29,000"
78254315177,,,,"$15,000 - $29,000"
78981451601,,,,"$15,000 - $29,000"
79651366263,Cold,,,
78902772249,,,,"$50,000 - $65,000"
73708281522,,,,"$50,000 - $65,000"
77852945548,,,,"$106,000 - $140,000"
83420198441,Cold,,,
83048885004,,,,"$15,000 - $29,000"
80902230844,Cold,,,"$15,000 - $29,000"
85928398501,,,,"$39,000 - $44,000"
82311585594,,,,"$39,000 - $44,000"
86424482902,,,,"$15,000 - $29,000"
81924277011,,,,"$15,000 - $29,000"
84326912833,,,,"$39,000 - $44,000"
87298463337,,,,"$15,000 - $29,000"
87296848711,,,,"$78,000 - $107,000"
81126190415,Warm,,,
82209919521,Cold,,,
83820663343,,,,"$50,000 - $65,000"
85818947841,,,,"$15,000 - $29,000"
86678891595,,,,"$15,000 - $29,000"
80684263697,Warm,,,
84552772765,,,,"$15,000"
87192392500,,,,"$15,000 - $29,000"
81727972213,,,,"$15,000 - $29,000"
87228126489,,,,"$15,000 - $29,000"
82752311872,,,,"$15,000 - $29,000"
85297374027,,,,"$15,000 - $29,000"
85952199800,,,,"$50,000 - $65,000"
82543048109,,,,"$39,000 - $44,000"
84591309143,,,,"$15,000 - $29,000"
86220854640,Warm,,,
87377118543,Warm,,,
85952011384,Cold,,,"$15,000"
85646445486,,,,"$15,000 - $29,000"
81535045021,,,,"$15,000 - $29,000"
82078960387,,,,"$15,000"
86067855942,,,,"$15,000 - $29,000"
83212190119,,,,"$177,000 - $200,000"
85299223884,,,,"$39,000 - $44,000"
83490279442,,,,"$15,000 - $29,000"
84577870147,,,,"$15,000 - $29,000"
85996618419,Cold,,,
81208180740,,,,"$15,000 - $29,000"
86022976307,,,,"$106,000 - $140,000"
86421656398,Warm,,,
86876563286,,,,"$15,000 - $29,000"
85275099558,,,,"$177,000 - $200,000"
83714905434,Cold,,,
80758715148,,,,"$15,000 - $29,000"
85272376891,,,,"$39,000 - $44,000"
81716094773,,,,"$15,000 - $29,000"
82251088400,,,,"$50,000 - $65,000"
84376465830,,,,"$15,000 - $29,000"
86232711000,Warm,,,
85950163595,,,,"$15,000"
83048729503,Warm,,,
82001371686,,,,"$15,000"
85494553708,,,,"$15,000"
86788045132,,,,"$15,000 - $29,000"
82579355822,,,,"$78,000 - $107,000"
82629490603,,,,"$15,000"
84970827029,,,,"$177,000 - $200,000"
85733245858,,,,"$15,000 - $29,000"
85802498689,,,,"$39,000 - $44,000"
84021520555,,,,"$78,000 - $107,000"
83500900274,,,,"$15,000 - $29,000"
82269175329,,,,"$15,000 - $29,000"
86035020716,Hot,,,"$15,000"
87412281495,,,,"$15,000 - $29,000"
81958106548,,,,"$50,000 - $65,000"
85239519756,Cold,,,
82924063245,,,,"$15,000 - $29,000"
87021521230,,,,"$15,000 - $29,000"
87385630008,,,,"$15,000"
82974773504,,,,"$78,000 - $107,000"
84859279788,,,,"$15,000"
86533129836,,,,"$106,000 - $140,000"
87311428736,,,,"$15,000 - $29,000"
81980004276,,,,"$15,000 - $29,000"
86434731321,,,,"$177,000 - $200,000"
86679361199,,,,"$15,000 - $29,000"
83784005182,,,,"$15,000 - $29,000"
83862395980,,,,"$15,000 - $29,000"
83701103905,,,,"$106,000 - $140,000"
87034941040,,,,"$15,000"
84832533942,,,,"$15,000 - $29,000"
87229149339,Warm,,,"$50,000 - $65,000"
83976110721,,,,"$15,000 - $29,000"
86291739559,,,,"$15,000 - $29,000"
83814038130,Warm,,,
80720941459,,,,"$15,000 - $29,000"
83682555156,Warm,,,
81381563766,,,,"$15,000 - $29,000"
87587537516,,,,"$15,000 - $29,000"
85693177935,,,,"$15,000 - $29,000"
85059973632,,,,"$177,000 - $200,000"
82281274534,,,,"$15,000 - $29,000"
84013879677,,,,"$177,000 - $200,000"
84505711375,Warm,,,
86736502023,,,,"$106,000 - $140,000"
83944723349,,,,"$15,000"
83474469278,,,,"$15,000"
82223094792,,,,"$15,000 - $29,000"
82603038312,,,,"$39,000 - $44,000"
86530298994,,,,"$15,000"
88455918452,,,,"$50,000 - $65,000"
90171627955,,,,"$15,000 - $29,000"
92919385978,Warm,,,
92585834397,,,,"$15,000 - $29,000"
87622868394,,,,"$15,000 - $29,000"
93771480871,,,,"$15,000 - $29,000"
90504644461,,,,"$15,000"
93460808620,,,,"$50,000 - $65,000"
91363971510,,,,"$50,000 - $65,000"
92161723973,Warm,,,
90013715518,,,,"$15,000 - $29,000"
90418278740,,,,"$106,000 - $140,000"
93911448961,,,,"$15,000 - $29,000"
94005853222,,,,"$15,000 - $29,000"
93990892097,,,,"$39,000 - $44,000"
94163494050,,,,"$50,000 - $65,000"
89810794258,,,,"$15,000 - $29,000"
95104319124,,,,"$39,000 - $44,000"
95016056158,,,,"$177,000 - $200,000"
92514091104,,,,"$78,000 - $107,000"
89291727125,,,,"$39,000 - $44,000"
95049323331,Warm,,,"$39,000 - $44,000"
87917229159,,,,"$15,000"
90524972187,,,,"$15,000"
89439491370,,,,"$15,000 - $29,000"
93979258801,,,,"$39,000 - $44,000"
93490329888,,,,"$15,000 - $29,000"
92915386220,,,,"$15,000 - $29,000"
88874792966,,,,"$15,000"
90454052924,,,,"$15,000 - $29,000"
94477263119,,,,"$15,000 - $29,000"
94708671319,,,,"$39,000 - $44,000"
89505839798,,,,"$106,000 - $140,000"
89676238172,,,,"$50,000 - $65,000"
90183453209,,,,"$39,000 - $44,000"
88798280071,Warm,,,
91618283694,Warm,,,
94158264334,Warm,,,
89342586224,,,,"$15,000 - $29,000"
90023982739,,,,"$15,000 - $29,000"
93281203124,,,,"$15,000 - $29,000"
88923702834,,,,"$15,000 - $29,000"
89731488543,,,,"$15,000 - $29,000"
90047368781,,,,"$39,000 - $44,000"
88766181532,,,,"$15,000 - $29,000"
88481544084,,,,"$177,000 - $200,000"
93768595063,,,,"$15,000"
88483730794,,,,"$177,000 - $200,000"
88606208308,,,,"$15,000 - $29,000"
89661364567,,,,"$15,000 - $29,000"
92226840136,,,,"$15,000 - $29,000"
92596012620,,,,"$15,000 - $29,000"
93822307157,,,,"$15,000 - $29,000"
93227534175,Hot,,,"$15,000 - $29,000"
93516074089,,,,"$39,000 - $44,000"
92908644703,,,,"$15,000 - $29,000"
88227785560,,,,"$15,000"
88126606163,,,,"$15,000 - $29,000"
91654070175,,,,"$15,000 - $29,000"
93738120115,Cold,,,
90896947285,,,,"$39,000 - $44,000"
93316279205,,,,"$15,000 - $29,000"
92469489697,,,,"$15,000"
93190538026,,,,"$39,000 - $44,000"
90194845363,Warm,,,"$15,000"
89923577191,,,,"$15,000 - $29,000"
88477477640,,,,"$15,000 - $29,000"
91901057815,,,,"$39,000 - $44,000"
93108454686,,,,"$15,000 - $29,000"
93680064362,,,,"$39,000 - $44,000"
88851026757,Cold,,,
93666523681,,,,"$15,000 - $29,000"
91804641575,,,,"$15,000 - $29,000"
90220828235,,,,"$15,000 - $29,000"
92736747093,,,,"$39,000 - $44,000"
94702761314,Warm,,,"$50,000 - $65,000"
89678467716,Warm,,,
94282320238,,,,"$15,000 - $29,000"
90254935642,,,,"$39,000 - $44,000"
88583340861,,,,"$15,000 - $29,000"
90236464965,,,,"$50,000 - $65,000"
90756954191,Warm,,,
91619483955,,,,"$15,000 - $29,000"
92123301941,Warm,,,"$15,000 - $29,000"
93830505587,,,,"$15,000 - $29,000"
90534074037,,,,"$15,000 - $29,000"
89679968162,Cold,,,
89971996226,,,,"$15,000 - $29,000"
94941895941,,,,"$15,000 - $29,000"
91580784732,,,,"$39,000 - $44,000"
92253417028,,,,"$39,000 - $44,000"
95033297040,,,,"$50,000 - $65,000"
89800949877,,,,"$39,000 - $44,000"
89569098847,,,,"$15,000 - $29,000"
91023870871,,,,"$39,000 - $44,000"
91400655875,,,,"$15,000 - $29,000"
91300940050,,,,"$50,000 - $65,000"
89446038406,,,,"$39,000 - $44,000"
90005965099,,,,"$15,000 - $29,000"
91140246411,,,,"$15,000 - $29,000"
96085756220,,,,"$15,000 - $29,000"
96629278361,,,,"$39,000 - $44,000"
98131100929,,,,"$15,000"
101838640913,,,,"$15,000"
95363774747,Warm,,,
104088974627,,,,"$15,000 - $29,000"
95263703339,,,,"$15,000 - $29,000"
98994080129,,,,"$15,000 - $29,000"
95271166357,,,,"$15,000"
104257546813,,,,"$15,000"
104264309925,,,,"$15,000 - $29,000"
100285556555,,,,"$50,000 - $65,000"
97410085154,,,,"$39,000 - $44,000"
101188694371,,,,"$15,000 - $29,000"
99244046941,Cold,,,
100549572126,,,,"$15,000 - $29,000"
97444991246,,,,"$15,000 - $29,000"
103434637322,,,,"$50,000 - $65,000"
99464429986,,,,"$177,000 - $200,000"
101942759956,,,,"$15,000 - $29,000"
102441526440,,,,"$15,000 - $29,000"
102624285623,Cold,,,
100328804930,Cold,,,
99334866304,,,,"$15,000 - $29,000"
95419016507,,,,"$106,000 - $140,000"
96677840429,,,,"$39,000 - $44,000"
96449639042,,,,"$8,000 - $13,000"
100881143737,Cold,,,
98804982904,,,,"$15,000 - $29,000"
98758572347,,,,"$15,000"
102626895228,,,,"$15,000 - $29,000"
95750877511,,,,"$15,000 - $29,000"
95733554264,,,,"$177,000 - $200,000"
101556555597,,,,"$15,000 - $29,000"
101694714122,,,,"$39,000 - $44,000"
98649728641,,,,"$15,000 - $29,000"
102724975769,,,,"$39,000 - $44,000"
102967256105,,,,"$15,000 - $29,000"
99202354829,Cold,,,
103266244175,,,,"$177,000 - $200,000"
101934916778,,,,"$39,000 - $44,000"
99978369602,,,,"$15,000 - $29,000"
100754326275,Warm,,,
103915055028,,,,"$177,000 - $200,000"
102694526084,,,,"$50,000 - $65,000"
100898161514,,,,"$106,000 - $140,000"
95178399107,Cold,,,
100975434757,,,,"$50,000 - $65,000"
101421866664,,,,"$39,000 - $44,000"
98792710685,,,,"$15,000 - $29,000"
95662483062,,,,"$39,000 - $44,000"
96864243208,Cold,,,
100128234142,,,,"$106,000 - $140,000"
95843105075,,,,"$15,000"
97469641002,,,,"$15,000"
95649415849,,,,"$15,000"
100795838312,,,,"$15,000 - $29,000"
97069088841,,,,"$39,000 - $44,000"
97651800077,,,,"$15,000"
103579889233,Warm,,,
97451968288,,,,"$50,000 - $65,000"
97192006828,,,,"$39,000 - $44,000"
103414160716,,,,"$15,000 - $29,000"
101007640885,,,,"$15,000 - $29,000"
102154263916,,,,"$15,000 - $29,000"
98715503447,Warm,,,
99801095972,,,,"$15,000 - $29,000"
104859624884,,,,"$15,000 - $29,000"
95623772989,,,,"$39,000 - $44,000"
98703465871,,,,"$15,000 - $29,000"
98384278921,Warm,,,"$15,000 - $29,000"
95612239425,Warm,,,
99358081178,,,,"$15,000 - $29,000"
98695171096,Warm,,,
104031298328,,,,"$39,000 - $44,000"
96279603811,Warm,,,
102100762751,,,,"$15,000 - $29,000"
104212418644,,,,"$15,000 - $29,000"
103775224234,,,,"$15,000 - $29,000"
97273525810,,,,"$106,000 - $140,000"
98644428911,,,,"$39,000 - $44,000"
101614601330,,,,"$15,000"
100728798248,,,,"$15,000"
103797472269,,,,"$15,000 - $29,000"
96920847128,,,,"$15,000 - $29,000"
102382933131,,,,"$15,000 - $29,000"
101634187055,,,,"$15,000 - $29,000"
103461955631,,,,"$15,000 - $29,000"
101029683753,,,,"$15,000 - $29,000"
102068362049,,,,"$39,000 - $44,000"
96111845965,,,,"$15,000 - $29,000"
100005756468,,,,"$15,000 - $29,000"
100108964623,Cold,,,
98866899211,,,,"$15,000"
101377086063,,,,"$39,000 - $44,000"
103780324385,,,,"$15,000 - $29,000"
99704212795,,,,"$15,000 - $29,000"
99503493171,,,,"$39,000 - $44,000"
102640730166,,,,"$50,000 - $65,000"
96399916041,,,,"$15,000"
109372411649,,,,"$78,000 - $107,000"
107484147607,,,,"$15,000 - $29,000"
106473888075,,,,"$15,000 - $29,000"
110968165675,,,,"$15,000 - $29,000"
110112214307,,,,"$15,000 - $29,000"
106981587852,Hot,,,
111539775069,,,,"$39,000 - $44,000"
106107042670,Warm,,,
108348900374,,,,"$15,000 - $29,000"
111519000590,,,,"$15,000 - $29,000"
107413106773,,,,"$78,000 - $107,000"
110386731147,,,,"$39,000 - $44,000"
111686065413,,,,"$15,000 - $29,000"
105371605669,Cold,,,
108053015153,,,,"$15,000 - $29,000"
107832849774,,,,"$177,000 - $200,000"
106643691342,,,,"$15,000 - $29,000"
106471096085,,,,"$15,000 - $29,000"
111059520921,,,,"$15,000 - $29,000"
106705018415,,,,"$39,000 - $44,000"
105602523477,,,,"$39,000 - $44,000"
111226693781,Warm,,,
111352862225,,,,"$15,000 - $29,000"
109137079357,,,,"$15,000 - $29,000"
106050426682,,,,"$15,000 - $29,000"
107652289457,,,,"$15,000 - $29,000"
108417076493,,,,"$15,000"
105364000887,,,,"$15,000 - $29,000"
106281195651,,,,"$15,000 - $29,000"
106754752334,,,,"$15,000 - $29,000"
105097963016,,,,"$15,000"
106436216908,,,,"$15,000 - $29,000"
107448455217,,,,"$50,000 - $65,000"
105367649334,,,,"$39,000 - $44,000"
105243316143,,,,"$15,000 - $29,000"
107019490447,,,,"$50,000 - $65,000"
111868401320,,,,"$15,000"
107848047475,,,,"$15,000 - $29,000"
108922033676,,,,"$39,000 - $44,000"
108487810841,,,,"$15,000 - $29,000"
111099446130,,,,"$15,000 - $29,000"
111632994208,,,,"$39,000 - $44,000"
112595030359,,,,"$39,000 - $44,000"
112746546248,,,,"$15,000"
111221547565,,,,"$177,000 - $200,000"
112690091942,,,,"$39,000 - $44,000"
105978456241,,,,"$15,000 - $29,000"
107541645701,,,,"$15,000 - $29,000"
111687872623,,,,"$50,000 - $65,000"
108336159522,,,,"$15,000 - $29,000"
107021789335,,,,"$39,000 - $44,000"
107382336792,,,,"$50,000 - $65,000"
108344223669,,,,"$15,000 - $29,000"
105043908994,,,,"$39,000 - $44,000"
107467611403,,,,"$15,000 - $29,000"
107628883121,,,,"$39,000 - $44,000"
110371218480,,,,"$15,000"
105296127670,,,,"$50,000 - $65,000"
111752063844,,,,"$39,000 - $44,000"
107789036086,Warm,,,
106176111380,,,,"$15,000 - $29,000"
112181146370,,,,"$15,000 - $29,000"
109066958945,,,,"$15,000"
104919950341,,,,"$15,000 - $29,000"
106396293378,,,,"$15,000 - $29,000"
108729305713,,,,"$15,000 - $29,000"
109138297231,,,,"$39,000 - $44,000"
110944242023,,,,"$15,000"
107809618520,Cold,,,
108854310548,Cold,,,
105840760387,,,,"$15,000 - $29,000"
109923696173,,,,"$15,000 - $29,000"
107373389883,Warm,,,
107916003456,Warm,,,
105834883212,,,,"$15,000 - $29,000"
112419481462,Warm,,,
109479242678,,,,"$15,000 - $29,000"
112549587895,,,,"$78,000 - $107,000"
112749590181,Warm,,,"$39,000 - $44,000"
111416436269,,,,"$15,000 - $29,000"
107615592358,,,,"$15,000 - $29,000"
111562638689,Hot,,,"$15,000 - $29,000"
109947672482,,,,"$15,000 - $29,000"
110004803126,,,,"$15,000 - $29,000"
105694373662,,,,"$39,000 - $44,000"
111292800353,,,,"$50,000 - $65,000"
108124227143,,,,"$15,000 - $29,000"
110403118970,,,,"$15,000 - $29,000"
111498850090,,,,"$39,000 - $44,000"
111946173298,,,,"$15,000 - $29,000"
109034612237,,,,"$78,000 - $107,000"
106709474967,,,,"$15,000 - $29,000"
107473819654,,,,"$15,000 - $29,000"
111359255916,,,,"$15,000 - $29,000"
111029793545,,,,"$50,000 - $65,000"
109883945849,,,,"$15,000 - $29,000"
111610797414,,,,"$39,000 - $44,000"
108160971783,,,,"$177,000 - $200,000"
108866703635,Cold,,,
109080674642,,,,"$15,000 - $29,000"
117910307099,,,,"$15,000 - $29,000"
119658470955,Cold,,,
113644573103,,,,"$15,000 - $29,000"
114776854829,,,,"$15,000 - $29,000"
117059782234,Warm,,,
118449333294,,,,"$39,000 - $44,000"
117595908943,,,,"$39,000 - $44,000"
118505693297,Warm,,,
113603228740,,,,"$15,000 - $29,000"
117595641406,,,,"$15,000"
118372930452,Warm,,,
113190257837,,,,"$15,000 - $29,000"
116798229133,Hot,,,"$39,000 - $44,000"
118301966690,,,,"$15,000 - $29,000"
116169894522,,,,"$39,000 - $44,000"
120162402309,Warm,,,
112835989682,,,,"$177,000 - $200,000"
116505433468,,,,"$39,000 - $44,000"
113687335799,,,,"$15,000 - $29,000"
113015702645,Warm,,,
113939777890,Warm,,,
119269415734,Cold,,,"$15,000"
119722478632,,,,"$15,000 - $29,000"
117072660785,,,,"$39,000 - $44,000"
118358313360,Cold,,,
114542852883,,,,"$15,000 - $29,000"
117749167167,,,,"$15,000 - $29,000"
118479129270,,,,"$39,000 - $44,000"
118941808430,Warm,,,
117527350649,,,,"$39,000 - $44,000"
119875844476,,,,"$15,000 - $29,000"
119974379859,,,,"$50,000 - $65,000"
119960593791,Cold,,,
118395424677,Cold,,,
113545168796,,,,"$15,000 - $29,000"
117665376293,,,,"$15,000 - $29,000"
114604787584,,,,"$15,000 - $29,000"
116262508977,,,,"$39,000 - $44,000"
113562892958,,,,"$39,000 - $44,000"
116284375147,,,,"$15,000 - $29,000"
116739944777,,,,"$15,000"
116402537301,,,,"$39,000 - $44,000"
112876439195,,,,"$15,000 - $29,000"
118789525765,Cold,,,
114790351716,Warm,,,
117459370611,,,,"$15,000 - $29,000"
116920942180,,,,"$78,000 - $107,000"
118635574108,,,,"$15,000 - $29,000"
113191682138,,,,"$39,000 - $44,000"
113162706334,,,,"$15,000 - $29,000"
115155968327,,,,"$177,000 - $200,000"
118348044672,Warm,,,"$15,000 - $29,000"
114556129689,,,,"$15,000 - $29,000"
118765708145,Warm,,,"$39,000 - $44,000"
117055692700,,,,"$15,000 - $29,000"
114351965522,,,,"$106,000 - $140,000"
119363663386,,,,"$50,000 - $65,000"
116349569351,,,,"$39,000 - $44,000"
119681348390,Cold,,,
118040083721,Warm,,,
118375754763,Cold,,,
113964232038,,,,"$15,000 - $29,000"
114095655181,,,,"$15,000 - $29,000"
120075350702,,,,"$15,000 - $29,000"
115621671734,,,,"$15,000"
119876433041,Warm,,,"$39,000 - $44,000"
113599194284,,,,"$15,000 - $29,000"
118943601968,,,,"$15,000 - $29,000"
118595389043,Cold,,,
116175233867,,,,"$15,000 - $29,000"
119671073581,,,,"$39,000 - $44,000"
116037164173,,,,"$39,000 - $44,000"
119964899744,,,,"$50,000 - $65,000"
116241337168,,,,"$15,000 - $29,000"
118312740904,Warm,,,
117572164883,,,,"$177,000 - $200,000"
118527469570,Cold,,,
115086928764,,,,"$50,000 - $65,000"
117395740315,,,,"$177,000 - $200,000"
118955450243,,,,"$15,000 - $29,000"
118375984911,Cold,,,
119732212827,Cold,,,
112838149742,,,,"$15,000 - $29,000"
118017413536,,,,"$39,000 - $44,000"
117001811743,,,,"$39,000 - $44,000"
118812642573,Cold,,,
113351787954,,,,"$15,000 - $29,000"
115743346478,,,,"$15,000 - $29,000"
118740511876,,,,"$15,000 - $29,000"
118760769865,,,,"$15,000 - $29,000"
118493657140,Cold,,,
118376122161,Warm,,,
113228701185,,,,"$15,000"
113110278670,,,,"$39,000 - $44,000"
119609308844,Cold,,,"$15,000 - $29,000"
115242619408,,,,"$39,000 - $44,000"
119650836561,Cold,,,
118205545080,,,,"$177,000 - $200,000"
113945949267,,,,"$39,000 - $44,000"
114542381735,,,,"$15,000 - $29,000"
121643167847,Hot,,,
128262603284,Cold,,,
124504866821,Warm,,,"$39,000 - $44,000"
121254860618,,,,"$15,000 - $29,000"
121964600760,,,,"$15,000 - $29,000"
127614621820,,,,"$15,000 - $29,000"
127527965777,Warm,,,"$39,000 - $44,000"
120229919560,Warm,,,
123701260068,,,,"$15,000 - $29,000"
122292067621,Hot,,,"$15,000"
121998850230,,,,"$15,000 - $29,000"
128032754268,,,,"$15,000 - $29,000"
120891676085,Warm,,,"$15,000 - $29,000"
127128864123,,,,"$15,000 - $29,000"
123131714822,Warm,,,
125565507185,,,,"$15,000 - $29,000"
126489440108,,,,"$39,000 - $44,000"
122258977284,,,,"$15,000 - $29,000"
123437410115,Cold,,,
126891775103,,,,"$50,000 - $65,000"
125484593246,,,,"$50,000 - $65,000"
120500350533,,,,"$15,000 - $29,000"
121495263880,Cold,,,
122997221742,,,,"$15,000 - $29,000"
126049641599,Warm,,,"$50,000 - $65,000"
122168103065,Warm,,,
122895122007,,,,"$39,000 - $44,000"
126558501180,,,,"$39,000 - $44,000"
125584063778,,,,"$15,000 - $29,000"
121374055733,Warm,,,"$39,000 - $44,000"
128231608688,,,,"$39,000 - $44,000"
127598479627,,,,"$15,000 - $29,000"
121284579682,,,,"$15,000 - $29,000"
121953998200,,,,"$15,000"
123032186419,,,,"$39,000 - $44,000"
122023891018,,,,"$50,000 - $65,000"
121467747185,Warm,,,"$50,000 - $65,000"
126102974760,,,,"$177,000 - $200,000"
120339125168,Warm,,,
128242103204,Warm,,,
125579323757,Warm,,,"$39,000 - $44,000"
126098138213,,,,"$15,000"
128009803413,Warm,,,
120275416978,Cold,,,
123973136692,,,,"$39,000 - $44,000"
125775509161,,,,"$15,000 - $29,000"
123035436829,,,,"$15,000 - $29,000"
128258668206,Cold,,,
121094272932,,,,"$177,000 - $200,000"
128265684313,,,,"$177,000 - $200,000"
122079835165,,,,"$15,000 - $29,000"
120228388024,,,,"$15,000 - $29,000"
128114031781,,,,"$15,000"
121665005660,Warm,,,"$50,000 - $65,000"
121730660390,,,,"$15,000 - $29,000"
128258613598,Warm,,,
125192552834,,,,"$15,000 - $29,000"
121981528353,Cold,,,
128113767846,,,,"$15,000 - $29,000"
120437671201,,,,"$15,000"
122207669664,Warm,,,
126867084633,,,,"$39,000 - $44,000"
127468366391,,,,"$39,000 - $44,000"
127452602737,,,,"$15,000 - $29,000"
126246041965,,,,"$39,000 - $44,000"
128248225924,Cold,,,
125474103932,,,,"$15,000 - $29,000"
121981559052,Cold,,,
122286862461,,,,"$39,000 - $44,000"
128354768683,Warm,,,
120771004760,,,,"$15,000 - $29,000"
127718563915,Warm,,,"$39,000 - $44,000"
120710518590,,,,"$15,000 - $29,000"
125993479194,,,,"$177,000 - $200,000"
126851783737,,,,"$15,000 - $29,000"
127454309649,Warm,,,"$39,000 - $44,000"
128308475657,Cold,,,
123440583272,,,,"$15,000 - $29,000"
126058210671,Warm,,,
127104028726,Warm,,,
122034965522,Cold,,,
122857620009,,,,"$15,000"
127504524566,Warm,,,"$15,000"
121679057509,Warm,,,
125649767049,,,,"$15,000 - $29,000"
121665230611,,,,"$15,000 - $29,000"
126480973592,,,,"$39,000 - $44,000"
123787997867,,,,"$15,000 - $29,000"
127482552434,Hot,,,
120652553100,Warm,,,"$15,000 - $29,000"
122349100388,,,,"$39,000 - $44,000"
121430460707,Cold,,,
122465491568,,,,"$39,000 - $44,000"
122214247525,Cold,,,
121716290358,Cold,,,
121645766479,,,,"$39,000 - $44,000"
126824356023,Warm,,,"$39,000 - $44,000"
120252407165,Warm,,,"$15,000 - $29,000"
121844567136,,,,"$106,000 - $140,000"
121986271250,,,,"$15,000"
133634085165,,,,"$15,000 - $29,000"
131206604445,Warm,,,
130855440257,,,,"$15,000 - $29,000"
129420772608,,,,"$15,000"
130115913879,Cold,,,
132984006756,,,,"$15,000"
132121325062,Warm,,,"$15,000 - $29,000"
130431996243,Cold,,,
132391578670,Cold,,,
130135398058,Warm,,,
133487257971,,,,"$78,000 - $107,000"
133949674502,,,,"$15,000 - $29,000"
134574160703,,,,"$15,000 - $29,000"
129054907460,Cold,,,
132693522968,,,,"$15,000"
132592568605,Warm,,,"$15,000"
131356085843,,,,"$15,000 - $29,000"
129236767012,Warm,,,
130451589043,Cold,,,
129020054276,Warm,,,
130923834778,Cold,,,
129656297267,,,,"$39,000 - $44,000"
130453925251,Warm,,,
132644783382,,,,"$15,000"
129860977784,Cold,,,
128992332460,Warm,,,
129805421094,Warm,,,
129442134398,,,,"$15,000"
128762841729,,,,"$39,000 - $44,000"
128966350502,Warm,,,"$15,000 - $29,000"
130413858320,Cold,,,
130691739268,Cold,,,
134368598448,,,,"$39,000 - $44,000"
130929744969,Cold,,,
133013521268,,,,"$177,000 - $200,000"
132598417715,Warm,,,
128544029076,,,,"$50,000 - $65,000"
132411727643,,,,"$50,000 - $65,000"
133184525077,,,,"$39,000 - $44,000"
129459395101,,,,"$39,000 - $44,000"
130631965752,,,,"$15,000 - $29,000"
130190556045,Warm,,,
129873591655,Warm,,,
129006980381,,,,"$15,000 - $29,000"
129448837815,Warm,,,"$39,000 - $44,000"
129467716247,,,,"$15,000 - $29,000"
128653726765,,,,"$39,000 - $44,000"
132109703979,Warm,,,
132891756678,Cold,,,
128833411963,Hot,,,
128794697889,Warm,,,
130153410337,Warm,,,
129183608430,Warm,,,
133105957921,,,,"$39,000 - $44,000"
130491752572,Cold,,,
130101756988,Cold,,,
131761484559,Warm,,,
129888861545,,,,"$50,000 - $65,000"
131847921454,Cold,,,
131078354285,,,,"$15,000 - $29,000"
130727037299,Cold,,,
133977025829,,,,"$15,000 - $29,000"
129908363684,,,,"$15,000 - $29,000"
132062779444,Warm,,,
132404752712,,,,"$15,000 - $29,000"
134185819309,,,,"$177,000 - $200,000"
129838489160,Cold,,,
128532291757,Cold,,,
133213185201,,,,"$50,000 - $65,000"
128616139959,,,,"$177,000 - $200,000"
130155318133,,,,"$177,000 - $200,000"
